serial_number,longitude,latitude,elevation,station
453005322,25.73428324501416,41.429657395643055,342.86203966005667,05322
453006524,25.732221468838528,41.43155908213882,318.21813031161474,06524
453006569,25.663199796414776,41.4436574720767,274.90568181818185,06569
453006585,25.73773065060623,41.43229193248159,341.43371104815867,06585
453007111,25.74372918417897,41.43941295974716,366.7928977272728,07111
453007357,25.73512900610765,41.43194591593201,302.314447592068,07357
453014564,25.66577496412181,41.446187317274784,230.371671388102,14564
453014938,25.73807862169034,41.43440065621876,391.1176136363637,14938
453015427,25.7374889556374,41.43054945844476,359.84334277620394,15427
453015562,25.70257694284136,41.42300764069972,336.37620396600573,15562
453015730,25.73513531963456,41.43412663741643,370.53937677053824,15730
453015967,25.741126556643056,41.43250846694335,410.786685552408,15967
453016006,25.743872872526907,41.43733516005949,408.73597733711046,16006
453017952,25.72588766477273,41.42643217709943,335.2269886363636,17952
453018308,25.67540756186119,41.42689662747309,310.5269121813031,18308
453018462,25.75010041690935,41.44020115484136,374.92719546742205,18462
453009629,25.67171084938244,41.44358454485835,242.42634560906515,09629
453004916,25.666000556818187,41.439516310613634,246.0321022727273,04916
453016814,25.68756251514773,41.42445453977557,345.9423295454546,16814
453018042,25.70150211710198,41.43449982011332,308.63796033994333,18042
453018411,25.69283508449008,41.43514204579321,339.20991501416427,18411
453009448,25.73908883992351,41.440711687898016,324.55297450424933,09448
453018157,25.7364306581392,41.44050086034375,313.4644886363636,18157
453009431,25.687271451858354,41.428970474983,303.014730878187,09431
453010509,25.671986172818183,41.43801720502841,238.93607954545453,10509
453014625,25.72583786401133,41.435774743626055,280.0184135977337,14625
453010275,25.690345879620395,41.42416876107932,373.75070821529744,10275
453010913,25.66651995282436,41.44344366431728,266.75325779036825,10913
453017227,25.669036574589235,41.44298665155241,266.67677053824366,17227
453010181,25.69559054023864,41.421519258042615,408.1071022727273,10181
453018539,25.6896679126714,41.4306919763881,338.2674220963173,18539
453010916,25.73797355822443,41.438925528909095,354.52386363636367,10916
453016694,25.74411589962784,41.43495833664488,413.6213068181818,16694
453017542,25.68701197581533,41.43628870690057,311.8767045454546,17542
453014648,25.665886012288944,41.44164430356374,296.5376770538244,14648
453010893,25.66635572237677,41.43054966713031,301.96373937677055,10893
453009654,25.716110722832862,41.434948279056655,276.8011331444759,09654
453010205,25.74068733710482,41.43948235694051,335.3444759206799,10205
453017809,25.65992835508807,41.44763893609375,268.22897727272726,17809
453010230,25.693300812093486,41.42632167327479,360.8365439093485,10230
453018463,25.74082039631534,41.43732634328693,357.33011363636365,18463
453014764,25.66639501083853,41.43710699052408,227.0232294617564,14764
453010830,25.6633027932068,41.4346632488102,235.72351274787533,10830
453010330,25.69035255478187,41.4286533640085,326.2586402266289,10330
453009268,25.6606467785864,41.43658819167705,303.11954674220965,09268
453009637,25.66620451513315,41.4349362563881,275.23512747875355,09637
453010817,25.693627151543907,41.42833247307365,356.12549575070824,10817
453010899,25.723341507082388,41.43076040908239,305.59602272727267,10899
453015672,25.687300320082382,41.43807309516762,277.36846590909096,15672
453015350,25.69309020209915,41.42388893436261,355.9626062322946,15350
453010304,25.69044681723296,41.43337342470738,311.78522727272724,10304
453010454,25.68736767562889,41.43118158875921,311.7660056657224,10454
453010798,25.67450721294617,41.442381618501415,228.0949008498584,10798
453008825,25.66908381920904,41.4331130565,323.7101694915254,08825
453010177,25.669250820580736,41.43083892822379,338.8558073654391,10177
453009218,25.687343005167143,41.42210850568839,435.3087818696884,09218
453010294,25.657811140599435,41.44912286174432,254.5321022727273,10294
453010706,25.69605803823796,41.4258800887762,347.5628895184136,10706
453009270,25.72607486355524,41.43109229698583,312.0657223796034,09270
453016793,25.666166458447595,41.432857602926354,305.53852691218134,16793
453010190,25.672168628886684,41.43579853256941,261.8524079320113,10190
453010359,25.687234559039663,41.4271078885864,329.7742209631728,10359
453015753,25.668489833348445,41.440738737490086,226.9963172804533,15753
453014837,25.689521559017003,41.43601711143343,317.4889518413598,14837
453018536,25.66906930688952,41.43536377242776,275.4249291784703,18536
453014753,25.66848417803693,41.444626116005686,249.9630681818182,14753
453016870,25.65946864164589,41.44081644994334,338.171388101983,16870
453010199,25.66011598816193,41.4429756311733,321.4056818181818,10199
453004275,25.699106323419265,41.42113483946459,312.1385269121813,04275
453010737,25.720467247892355,41.43255434371671,287.9648725212465,10737
453017456,25.70243222992352,41.42929794428895,292.6807365439093,17456
453017723,25.68687366430878,41.4330939032238,291.67507082152974,17723
453017613,25.6932778418442,41.43079303120397,352.0031161473088,17613
453010373,25.711201457983005,41.41747066572805,405.4934844192635,10373
453010890,25.660020024073653,41.438436408419264,310.54475920679886,10890
453010891,25.69910283381303,41.436713491501415,248.29830028328607,10891
453016788,25.696023408849857,41.42818160010199,345.5201133144476,16788
453016878,25.699166408878185,41.42972565155241,317.17450424929183,16878
453009228,25.695921736577905,41.43531660434278,277.74787535410763,09228
453017858,25.66103200330595,41.43458450946459,305.2798866855524,17858
453009515,25.714062725400563,41.424150740531246,340.6931818181818,09515
453010776,25.741094018869685,41.43468416196317,416.55609065155807,10776
453010409,25.69070424693201,41.42141302548442,410.0985835694051,10409
453016798,25.705449094221592,41.42970031106534,306.6411931818182,16798
453014768,25.702465471607955,41.42763596209375,293.3994318181818,14768
453004973,25.69343634609065,41.43766821154107,270.7538243626062,04973
453005179,25.705171571300284,41.4253423720255,319.2226628895184,05179
453018352,25.70787125778753,41.42452161425213,329.2195467422096,18352
453014457,25.69935854723796,41.4325225155864,294.30113314447595,14457
453010820,25.702244660997167,41.425247999067984,301.1342776203966,10820
453004909,25.734925243175635,41.43640999008498,355.1617563739377,04909
453010740,25.678341522665725,41.425441895189806,362.0736543909349,10740
453015016,25.65990183948158,41.445524160050994,275.1900849858357,15016
453015576,25.70354396690936,41.41861241266572,408.0,15576
453018365,25.731924171373933,41.43611242871671,296.45184135977337,18365
453009220,25.738247737943343,41.43678028282153,377.9192634560907,09220
453018340,25.72634176962323,41.42205944521529,419.486968838527,18340
453015255,25.73490711460511,41.438689100389205,326.6085227272727,15255
453009501,25.71424147876204,41.428568050017,283.63654390934846,09501
453015249,25.711171644017,41.43358726908499,256.17620396600563,15249
453016203,25.70787650712216,41.426916797835226,295.4536931818181,16203
453015869,25.71651939802833,41.42975218225495,340.14504249291787,15869
453010386,25.682178971271185,41.43434302729661,268.8454802259887,10386
453005283,25.711149693597733,41.43121110057507,283.7929178470255,05283
453017683,25.714169578382435,41.430714389518414,314.928611898017,17683
453018895,25.662772923073653,41.441168608617566,299.1589235127479,18895
453010202,25.73186596542898,41.43833691713637,293.5713068181818,10202
453017024,25.69996538101983,41.42803534421247,277.5039660056657,17024
453010691,25.723323209637392,41.42401374267138,354.6,10691
453017534,25.711971547708213,41.4351806426204,266.4980169971671,17534
453018940,25.7202340694136,41.425749587830026,328.9084985835694,18940
453010915,25.69923372851558,41.42270412558641,290.4691218130312,10915
453017455,25.717116295923294,41.42823693466193,329.6744318181818,17455
453009574,25.7162344254136,41.43660053449575,259.1399433427762,09574
453015007,25.66279874269405,41.44597467706799,253.2730878186969,15007
453010841,25.663073802068187,41.43913608665625,278.4443181818182,10841
453005230,25.72060389566005,41.42836905712181,327.9895184135977,05230
453010705,25.70812180218131,41.41999195089235,365.4254957507082,10705
453009548,25.68177462513597,41.440915964107646,245.09291784702552,09548
453005038,25.708157086184656,41.41738614534659,396.100284090909,05038
453010368,25.71680464117847,41.43305311661473,288.45240793201134,10368
453010197,25.726381899622154,41.41968832199148,349.09829545454545,10197
453010591,25.726918898946177,41.43766922190368,266.25070821529744,10591
453016980,25.70500824242613,41.43182151611364,283.3017045454545,16980
453017859,25.723218534017,41.42853667894051,317.33342776203966,17859
453010845,25.72295018273088,41.43266040367139,285.9257790368272,10845
453010898,25.705365880070826,41.423177262983,337.828611898017,10898
453018531,25.70296084516714,41.42072868793484,361.8348441926346,18531
453010721,25.699342077427765,41.4254329778102,283.32237960339944,10721
453014972,25.696629167124648,41.4237857171728,347.742492917847,14972
453010524,25.68153319746875,41.43626159848579,263.6735795454545,10524
453017877,25.71530049714448,41.43339282249008,288.2526912181303,17877
453014537,25.70529789472521,41.41812255762039,458.1532577903683,14537
453005338,25.705920909331443,41.42033891832295,373.4974504249291,05338
453015367,25.72333804485269,41.4193779688017,327.0373937677054,15367
453014411,25.72886973231161,41.43579806986403,289.4305949008499,14411
453017724,25.71111716669405,41.42909548915298,316.4745042492918,17724
453017940,25.708504773371104,41.42208290224362,332.5543909348442,17940
453014976,25.72611377430878,41.42423056564023,360.0382436260623,14976
453017930,25.72328613173371,41.42173732058357,342.73002832861187,17930
453020193,25.696205106243625,41.43037242823796,325.3206798866855,20193
453010763,25.698833548167137,41.43438760198584,289.86543909348444,10763
453005441,25.68176616574221,41.43880833147309,255.22181303116147,05441
453010800,25.729250318696884,41.42458324316997,396.141926345609,10800
453009529,25.72341255019602,41.42644686555965,345.61960227272726,09529
453010221,25.701876561379606,41.43237055807082,264.98130311614733,10221
453017892,25.71124604250991,41.41966610956941,352.886402266289,17892
453010277,25.67531919026912,41.43607955666006,274.2065155807365,10277
453009410,25.70503073229745,41.4271149504391,310.300566572238,09410
453018596,25.729290821538243,41.42228895751841,433.5317280453258,18596
453015288,25.71429575543343,41.41944978424079,371.9507082152975,15288
453015729,25.708102553824364,41.431487589235125,325.42181303116143,15729
453015678,25.68382390866102,41.431569688827686,270.23983050847454,15678
453014565,25.7206374858272,41.43072078753824,296.3359773371105,14565
453017282,25.71718722991502,41.42369435976771,338.84844192634563,17282
453019744,25.732190432295454,41.42950048013068,345.42414772727267,19744
453010485,25.67813107339773,41.4388125459375,269.3627840909091,10485
453010399,25.675643627017,41.42949788713881,292.8895184135977,10399
453010505,25.657546342277623,41.44226490086119,396.7373937677053,10505
453017442,25.707910423529743,41.43380954814448,302.57478753541074,17442
453017273,25.678109563900566,41.43176052696876,291.9349431818182,17273
453014578,25.714201901790368,41.42191792870255,370.8745042492918,14578
453009275,25.711266776051136,41.42475827272728,361.3477272727272,09275
453014605,25.7347232294476,41.42790416524079,381.529461756374,14605
453019267,25.684357570844192,41.42242519973371,374.1790368271955,19267
453003761,25.731666375460225,41.42736380110796,373.27357954545454,03761
453008936,25.684139692617567,41.43379102315298,263.5577903682719,08936
453010317,25.681373726158643,41.42289047358357,356.3201133144476,10317
453010813,25.723557541187503,41.43631198578976,270.4326704545455,10813
453009769,25.68423526061757,41.42478557318131,346.05354107648725,09769
453010252,25.6757515170142,41.42487472630966,328.4386363636364,10252
453017521,25.71423956042493,41.4263324268017,345.1694050991501,17521
453017878,25.6693916884051,41.42874953683003,368.8181303116148,17878
453010867,25.68411806374504,41.44054270301417,237.7263456090652,10867
453018011,25.672213986767705,41.42896041121813,349.7104815864023,18011
453010358,25.71090850471671,41.42661729744759,344.0342776203966,10358
453015248,25.732172405076486,41.4249293791388,420.2631728045326,15248
453010188,25.67234106798301,41.42674438574221,358.9447592067989,10188
453016598,25.67807851040793,41.427605098643056,352.1798866855524,16598
453015604,25.720065663795456,41.43478990628409,272.5582386363636,15604
453014479,25.681339529849435,41.42744761599148,340.72159090909093,14479
453010421,25.68410328077273,41.43594721210796,280.88863636363635,10421
453010778,25.717145886711048,41.41926123984136,385.6526912181304,10778
453010857,25.72929555823864,41.43368576847443,313.371875,10857
453016507,25.708557565138808,41.42920018648725,313.7824362606233,16507
453009914,25.678200035419263,41.44077249575637,258.0203966005666,09914
453007499,25.67870339373938,41.43681252078187,287.8518413597734,07499
453010495,25.657376807835693,41.44685168128613,286.41699716713885,10495
453010406,25.65736450850852,41.44450702886648,321.2454545454545,10406
453017875,25.73173031771876,41.43380626278977,283.3133522727273,17875
453010430,25.71939147403966,41.43688121954674,262.77847025495754,10430
453016707,25.7298245146544,41.42637767704816,367.6872521246459,16707
453018839,25.728966970730884,41.43155505715298,332.43541076487253,18839
453010215,25.71431377794602,41.41721473202556,426.5113636363636,10215
453018739,25.72928248061364,41.42888701514489,346.31193181818185,18739
453017544,25.68120768317847,41.42510352219546,335.23144475920685,17544
453015884,25.719734844674218,41.42350996647309,297.0546742209632,15884
453004548,25.67845166806799,41.43442566713314,289.8206798866855,04548
453009304,25.6841723876119,41.43831134561189,256.9895184135977,09304
453014712,25.68457589235128,41.42932621343343,301.41501416430594,14712
453010586,25.723210832872525,41.41736135409916,381.2776203966006,10586
453017215,25.725909854170457,41.43335095028977,303.95454545454544,17215
453018843,25.720618409815867,41.419070809237965,377.6869688385269,18843
453014599,25.71128400754957,41.42215512084702,334.77365439093484,14599
453010922,25.67846722474504,41.423213578371104,405.10764872521247,10922
453010753,25.678082164773368,41.429991034470255,318.8518413597734,10753
453018638,25.70544468369886,41.43473950188068,261.6650568181818,18638
453020247,25.717328400373933,41.421498630784704,365.6379603399433,20247
453014461,25.67207831584986,41.43115849573654,326.8118980169972,14461
453017130,25.67510651372443,41.433803630207386,266.73835227272724,17130
453015636,25.72029649524148,41.42127487214204,320.5892045454545,15636
453010278,25.68447072236827,41.42720954532295,305.5903682719547,10278
453017223,25.72621831778187,41.4291151378612,319.2444759206799,17223
453016490,25.71724132010482,41.41709639849009,429.6246458923513,16490
453017929,25.6810539867762,41.42967979883853,321.2750708215297,17929
453018272,25.68121875709944,41.432098781250005,286.80738636363634,18272
453009309,25.71704363407932,41.42604837816714,294.9512747875354,09309
453016970,25.72077594222728,41.41673922161648,447.8980113636363,16970
453010935,25.747671126857952,41.43764919175852,334.96590909090907,10935
453017018,25.67518226109632,41.43830020395184,279.3926345609065,17018
453017016,25.747088348453257,41.43998292114731,329.4099150141643,17016
453016684,25.69614727428895,41.43703932434844,257.1657223796034,16684
453010222,25.68975820304249,41.437763458436265,292.3263456090652,10222
453017853,25.6752636416544,41.431619381014166,277.5237960339944,17853
453017373,25.662775440988668,41.44788566430878,228.1291784702549,17373
453010759,25.66911688303409,41.4377105771875,232.0258522727273,10759
453009806,25.67736154487252,41.44274291078187,229.4985835694051,09806
453010872,25.67498116522096,41.44060259913881,270.94164305949005,10872
453009332,25.693357850331445,41.42186315391501,390.9558073654391,09332
453009508,25.690429569410764,41.42629235504533,334.09376770538245,09508
453003659,25.67236361519264,41.43351405289235,286.0311614730878,03659
453010901,25.67194998584702,41.44014682246459,228.96770538243624,10901
453015907,25.663235061883857,41.43682703730878,261.2407932011332,15907
453015157,25.692946439101984,41.43287511943909,344.600283286119,15157
453016415,25.69602167566856,41.43360681493768,306.22974504249294,16415
